major_id,category,greeting_en,greeting_ar,suggested_questions_en,suggested_questions_ar,facts_en,facts_ar,engineering_program_key
annajah-hum-05,arts,"Hello, I am your advisor for English Language & Literature. I can answer from the university database about how this programme is linked inside An-Najah's academic catalogue.",أهلاً، أنا مساعدك لتخصص English Language & Literature. بقدر أجاوبك من قاعدة بيانات الجامعة عن ارتباط هذا البرنامج داخل دليل جامعة النجاح الأكاديمي.,"[""What is this major about?"",""Which faculty is this major under?"",""What careers can this major lead to?"",""What should I know before choosing it?""]","[""احكيلي عن هذا التخصص"",""تحت أي كلية يندرج هذا التخصص؟"",""ما مجالات العمل لهذا التخصص؟"",""ما الذي يجب أن أعرفه قبل اختياره؟""]","English Language & Literature is listed by An-Najah National University under Faculty of Humanities and Educational Sciences. Duration: 48 Months (4 Years). Degree awarded: Bachelor. Program code: 11309. Official program description: The English Language and Literature department has been opened since the establishment of An-Najah National University in 1978. Over the years, the department advanced in curriculum plans, number and ranks of staff, quality and number of major students, as well as academic programs incorporated in the department, including a post-graduate Applied Linguistic and Translation program. Thousands of students have graduated from the English Language and Literature department, and have sought employment in Palestine and abroad. The department works vigorously to remain up to date with the ongoing advances in pedagogy, technology and other sciences in general, in order to produce better graduates able to adapt to the social and market needs of domestic and international work fields. The Department of English Language and Literature at An-Najah National University provides its graduates with the necessary knowledge, skills and training so that they become active civilians in their country, the Arab region and the world. It also improves their critical thinking skills in accordance with their heritage and culture, scientific research potentials and acquiring knowledge; furthermore, it enhances the principles of vocational guidance and leadership in response to the reality of the world in learning and education. The Department of English Language and Literature provides English language learning opportunities to prepare students to the jobs where excellence is required. It also encourages research in the field of learning to solve problems, since the Department provides the educational environment which leads to creative critical thinking. The Department takes responsibility for providing Palestinian and Arab markets with culturally-, nationally- and nationalistically-enlightened graduates who are professionally and intellectually reliable. Regardless of the hardships, the graduates find their way towards success to become leaders in spreading information and knowledge wherever there is a need for it. Through their study, these students learn to become eloquent interlocutors, writers who respect diversity, and appreciate others’ ideas. Official career opportunities section: The department's program meets the requirements of the local community, the industrial sector, and the service sector in the country. That is considered as a clear example of the integration between our academic program, which the English department introduces, and the needs of the public and private institutions, such as schools, factories, and banks. In addition to that, one of the main goals of the department is to graduate students who are able to interact with others and realize their own needs; that can be achieved by focusing attention on different communication skills. Moreover, the department arms students with the required creative and critical thinking skills through its academic program to make them meet the expectations of any institution they may work at in the future.",تدرج جامعة النجاح الوطنية تخصص اللغة الانجليزية وآدابها ضمن كلية العلوم الإنسانية والتربوية. مدة الدراسة: 48 Months (4 Years). الدرجة الممنوحة: Bachelor. رمز البرنامج: 11309. وصف البرنامج الرسمي: بدأ برنامج اللغة الإنجليزية وآدابها مع تأسيس الجامعة وبداية عملها (1978). وتطور البرنامج عبر ‏السنين على مستوى خطة المنهاج، والمدرسين عدداً ورتباً، والطلبة نوعية وعدداً، وأنشئ برنامج دراسات عليا في تخصص اللغويات التطبيقية ‏والترجمة.‏ وتخرج من البرنامج آلاف الطلبة الذين يعملون في داخل الوطن وخارجه وما زال البرنامج يحثُ ‏الخطى لمواءمة برامجه الأكاديمية مع التطورات المتلاحقة بميادين البيداغوجيا والتكنولوجيا ‏والعلوم الأخرى بشكل عام، ليصل البرنامج إلى الخريج الأفضل الأكثر تناسقاً مع حاجات ‏المجتمع والسوق، داخلياً وخارجياً.‏ يقدم برنامج اللغة الانجليزية وآدابها فرص التعلّم في اللغة الانجليزية لتحضير الطلاب ‏للفرص والوظائف حيث التميز والتفوق هما المعياران المطلوبان. كما يتم تشجيع الطلبة للاعتماد على إعداد الأبحاث في ‏التعلم كأداةً لحل المشاكل. فالبرنامج يقدم البيئة التعليمية التي تؤدي إلى التفكير الناقد الابداعي. ‏ويأخذ البرنامج على عاتقه مسؤولية تزويد السوقين الفلسطيني والعربي بالخريجين المتنورين ‏ثقافياً ووطنياً وقومياً والذين يمكن الاعتماد عليهم مهنياً وفكرياً. ورغم الصعوبات، يشق ‏الخريجون طريقهم نحو النجاح ليكونوا قادة في نشر المعرفة والمعلومات حيثما كان هناك ‏حاجة لها. ومن خلال دراستهم، يتعلم هؤلاء الطلبة ليكونوا محاورين فصحاء وكتاباً ‏يحترمون التنوع. ويقدّرون الافكار التي تختلف عن أفكارهم.‏ فرص العمل المذكورة رسميًا: يستطيع خريجي برنامج اللغة الإنجليزية العمل في العديد من المجالات وأهمها:,
annajah-hum-06,arts,"Hello, I am your advisor for English Language and Literature with Arabic for Non-Native Speakers Teachers' Training Minor. I can answer from the university database about how this programme is linked inside An-Najah's academic catalogue.",أهلاً، أنا مساعدك لتخصص English Language and Literature with Arabic for Non-Native Speakers Teachers' Training Minor. بقدر أجاوبك من قاعدة بيانات الجامعة عن ارتباط هذا البرنامج داخل دليل جامعة النجاح الأكاديمي.,"[""What is this major about?"",""Which faculty is this major under?"",""What careers can this major lead to?"",""What should I know before choosing it?""]","[""احكيلي عن هذا التخصص"",""تحت أي كلية يندرج هذا التخصص؟"",""ما مجالات العمل لهذا التخصص؟"",""ما الذي يجب أن أعرفه قبل اختياره؟""]","English Language and Literature with Arabic for Non-Native Speakers Teachers' Training Minor is listed by An-Najah National University under Faculty of Humanities and Educational Sciences. Duration: 48 Months (4 Years). Degree awarded: Bachelor. Program code: 10362. Official program description: The English Language and Literature with Arabic for Non-Native Speakers Teachers' Training Minor Program is especially offered by An-Najah's Faculty of Humanities for the following reasons: - The lack of specialized teachers in the field of teaching Arabic for non- native speakers in Palestine. - The development of a highly effective and professional graduates who will have a very wide range of job opportunities in the local, regional, and international markets. - To serve the local community and supply it with the needed specialists in the area of teaching Arabic for non-native speakers. - To Reinforce the cultural communication with other civilizations. - To introduce students to the theoretical and practical methods for teaching Arabic for non- native speakers. - To supply the Palestinian community with qualified graduates able to pursue their post-graduate study.",تدرج جامعة النجاح الوطنية تخصص رئيسي اللغة الإنجليزية وآدابها / فرعي إعداد معلمي اللغة العربية للناطقين بغيرها ضمن كلية العلوم الإنسانية والتربوية. مدة الدراسة: 48 Months (4 Years). الدرجة الممنوحة: Bachelor. رمز البرنامج: 10362. وصف البرنامج الرسمي: تقف أسباب عديدة وراء طرح هذا البرنامج، يمكن إجمالها في الآتي: - قلّة المختصين في هذا المجال في المجتمع الفلسطيني. - فتح مجالات عمل لخريجي تخصص اللغة الانجليزية، فهذا التخصص يمكنهم من تدريس العربية للناطقين بغيرها مع تميزهم بمعرفة عميقة باللغة الانجليزية، فيفتح المجال واسعا لهم للعمل على الصعيد المحلي والإقليمي والعالمي. - رفد المؤسسات المحلية التي بدأت تظهر في السوق الفلسطينية، وتهدف إلى تدريس العربية للناطقين بغيرها. - فتح آفاق عالمية للخريجين للعمل في مجال تعليم اللغة العربية للناطقين بغيرها. - فتح آفاق واسعة للطلاب للتواصل مع الآخر والتعرف إلى ثقافته وحضارته. - رفد الجانب النظري في تدريس اللغات وبخاصة العربية بجانب تطبيقي، ثم فتح مجال البحث العلمي في هذا المجال على أبوابه كلها، فيكون التكامل بين شقي علم اللغة النظري والتطبيقي. - إتاحة الفرصة للخريجين لإكمال دراساتهم العليا في مجال تعليم العربية للناطقين بغيرها.,
annajah-hum-07,arts,"Hello, I am your advisor for English Language and Literature with Hebrew Minor. I can answer from the university database about how this programme is linked inside An-Najah's academic catalogue.",أهلاً، أنا مساعدك لتخصص English Language and Literature with Hebrew Minor. بقدر أجاوبك من قاعدة بيانات الجامعة عن ارتباط هذا البرنامج داخل دليل جامعة النجاح الأكاديمي.,"[""What is this major about?"",""Which faculty is this major under?"",""What careers can this major lead to?"",""What should I know before choosing it?""]","[""احكيلي عن هذا التخصص"",""تحت أي كلية يندرج هذا التخصص؟"",""ما مجالات العمل لهذا التخصص؟"",""ما الذي يجب أن أعرفه قبل اختياره؟""]",English Language and Literature with Hebrew Minor is listed by An-Najah National University under Faculty of Humanities and Educational Sciences. Duration: 48 Months (4 Years). Degree awarded: Bachelor. Program code: 11312. Official program description: The minor programme’s enrollees must finish a total of (30) credit hours. These include 24 compulsory requirements and 6 electives.,تدرج جامعة النجاح الوطنية تخصص رئيسي اللغة الإنجليزية وآدابها / فرعي اللغة العبرية ضمن كلية العلوم الإنسانية والتربوية. مدة الدراسة: 48 Months (4 Years). الدرجة الممنوحة: Bachelor. رمز البرنامج: 11312. وصف البرنامج الرسمي: يتوجب على الطالب الملتحق بالبرنامج الفرعي في اللغة العبرية دراسة ما مجموعه 30 ساعة معتمدة تشمل 24 ساعة معتمدة اجبارية و 6 ساعات تخصص اختيارية، علماً أنه وحيث أن البرنامج هو برنامج فرعي فإن التدريس سوف يشمل على الساعات المعتمدة للمتطلبات الاجبارية والاختيارية الخاصة بالبرنامج فقط,
annajah-hum-08,arts,"Hello, I am your advisor for English Language Literature Minor Education. I can answer from the university database about how this programme is linked inside An-Najah's academic catalogue.",أهلاً، أنا مساعدك لتخصص English Language Literature Minor Education. بقدر أجاوبك من قاعدة بيانات الجامعة عن ارتباط هذا البرنامج داخل دليل جامعة النجاح الأكاديمي.,"[""What is this major about?"",""Which faculty is this major under?"",""What careers can this major lead to?"",""What should I know before choosing it?""]","[""احكيلي عن هذا التخصص"",""تحت أي كلية يندرج هذا التخصص؟"",""ما مجالات العمل لهذا التخصص؟"",""ما الذي يجب أن أعرفه قبل اختياره؟""]","English Language Literature Minor Education is listed by An-Najah National University under Faculty of Humanities and Educational Sciences. Duration: 48 Months (4 Years). Degree awarded: Bachelor. Program code: 11313. Official program description: To obtain a B.A in this programme, students must finish a total of (27) credit hours in the minor programme, which include compulsory requirements (21 credit hours) and elective requirements (6 credit hours), in addition to a total of (81) credit hours in the major programme, which include compulsory requirements (75 credit hours) and elective requirements (6 credit hours). This programme aims to develop the students' scientific knowledge in English literature and help them mastering the required English language skills. It also aims to improve the students' educational and learning capabilities through offering a variety of education courses with the aim of producing qualified specialists and teachers and providing them with the theoretical foundations and principles relating to the practical training process for preparing them to teach effectively in schools.",تدرج جامعة النجاح الوطنية تخصص رئيسي اللغة الانجليزية وآدابها / فرعي تربية ضمن كلية العلوم الإنسانية والتربوية. مدة الدراسة: 48 Months (4 Years). الدرجة الممنوحة: Bachelor. رمز البرنامج: 11313. وصف البرنامج الرسمي: يمنح البرنامج درجة البكالوريوس في اللغة الإنجليزية فرعي تربية، فبعد المام الطالب بالمجالات المعرفية بما يتعلق بمهارات اللغة الإنجليزية وادابها، يقدم البرنامج مجموعة متنوعة من المساقات لتحضير الطلاب من الناحية التربوية والتي يحتاجونها لعرض المحتوى وأيضاً للتعامل مع الطلاب بفعالية. وتزويد الطالبة بخلفية صلبة بالأساليب المختلفة والتي تركز على مشاركة الطلبة في عملية التعلم/ والتعليم. يتوجب على الطالب الملتحق بالبرنامج الفرعي في التربية دراسة ما مجموعه 27 ساعة معتمدة تشمل 21 ساعة معتمدة اجبارية و 6 ساعات تخصص اختيارية من مساقات التربية، بالإضافة الى دراسة مساقات التخصص الرئيس في اللغة الانجليزية والتي تشمل 75 ساعة معتمدة اجبارية و6 ساعات معتمدة اختيارية,
annajah-bus-09,business,"Hello, I am your advisor for financial & Banking Sciences. I can answer from the university database about how this programme is linked inside An-Najah's academic catalogue.",أهلاً، أنا مساعدك لتخصص financial & Banking Sciences. بقدر أجاوبك من قاعدة بيانات الجامعة عن ارتباط هذا البرنامج داخل دليل جامعة النجاح الأكاديمي.,"[""What is this major about?"",""Which faculty is this major under?"",""What careers can this major lead to?"",""What should I know before choosing it?""]","[""احكيلي عن هذا التخصص"",""تحت أي كلية يندرج هذا التخصص؟"",""ما مجالات العمل لهذا التخصص؟"",""ما الذي يجب أن أعرفه قبل اختياره؟""]","financial & Banking Sciences is listed by An-Najah National University under Faculty of Business and Communication. Duration: 48 Months (4 Years). Degree awarded: Bachelor. Program code: 10871. Official program description: Preparation distinguished graduate has the necessary competencies for effective work in the field of Finance and banking required by local and Arab labor market, and faculty development department to increase their effectiveness in Education And research, and to contribute to the development of community service activities in line with requirements of the age in the framework of national values. Program Goals - The development of qualified graduates to meet the needs of various sectors in Finance. - Provide students with modern knowledge in the work associated with the local and global environment Finance ,investment and banking fields . - Connect students directly with the labor market by focusing on field applications in the area of specialization and hands-on application of knowledge and skills in Finance. - The development of students' skills and their ability to set up scientific research in the field of Finance and banking. - Giving students the skills necessary for the use of Financial technology in various positions of Financial management and capacity. - The development of students' skills and abilities in communication, teamwork, analysis and creative thinking, problem solving and building self. - Giving students the skill of using the English language in Finance. - The development of skills and abilities of the students on the use of statistical methods and quantitative relevant in decision-making. - Raising the awareness of students to respond to various environmental changes for Finance. Official career opportunities section: Section provides many opportunities training through the cooperation with the local community companies such as Jawal communications and Palestinian banks operating in Palestine and private companies the company has been assigned many of the students in these companies after completion of the training periods.",تدرج جامعة النجاح الوطنية تخصص العلوم المالية والمصرفية ضمن كلية الأعمال والإتصال. مدة الدراسة: 48 Months (4 Years). الدرجة الممنوحة: Bachelor. رمز البرنامج: 10871. وصف البرنامج الرسمي: أسس برنامج العلوم المالية في جامعة النجاح في عام 1997. ويمنح البرنامج درجة ‏البكالوريوس في العلوم المالية والمصرفية، ويعمل على تهيئة الطالب للتميز وامتلاك المعرفة والمهارات في مجال العلوم المالية ‏والمصرفية ليكون قادراً على تلبية متطلبات العمل والمنافسة مع الخرجين من ‏الجامعات الأخرى بما يتضمنه ذلك من تطوير مستمر لأداء أعضاء هيئة التدريس ‏في البرنامج إلى جانب تطوير المناهج العلمية وآلية التدريس للوصول بالخريجين إلى ‏القيادة والصدارة في القطاعين الخاص والعام. يهدف البرنامج إلى تحقيق الاهداف التالية: - تلبية حاجات القطاعات الاقتصادية فيما يتعلق بحقل العلوم المالية ‏والمصرفية. - تحضير الخريج للعمل أو متابعة التحصيل العلمي. - تطوير المهارات الفكرية والعلمية والبحثية للطلاب. - تطوير قدرة الطالب على فهم الموضوعات والمعضلات المالية والاقتصادية ‏من خلال المفاهيم والتطبيقات العملية. ‏ - توفير الفرص لتطوير معرفة الطلاب بقطاع البنوك والمؤسسات المالية. - تطوير قدرة الطالب على استخدام الكمبيوتر في اتخاذ القرارات المالية ‏وتكنولوجيا المعلومات. - تطوير مهارات الاتصال للطلاب. - التدريب وتعزيز روح العمل الجماعي. - مساعدة الطلاب للانخراط بالدراسة والتعلم الدائم وحب المعرفة والبحث. ‏ - تعزيز الثقة بالنفس للخريج كي يكون ممتنا لقيمة الشهادة الجامعية في المجتمع. فرص العمل المذكورة رسميًا: مجالات العمل أمام الطالب متعددة منها:,
annajah-bus-10,business,"Hello, I am your advisor for Financial Banking Sciences Minor Insurance. I can answer from the university database about how this programme is linked inside An-Najah's academic catalogue.",أهلاً، أنا مساعدك لتخصص Financial Banking Sciences Minor Insurance. بقدر أجاوبك من قاعدة بيانات الجامعة عن ارتباط هذا البرنامج داخل دليل جامعة النجاح الأكاديمي.,"[""What is this major about?"",""Which faculty is this major under?"",""What careers can this major lead to?"",""What should I know before choosing it?""]","[""احكيلي عن هذا التخصص"",""تحت أي كلية يندرج هذا التخصص؟"",""ما مجالات العمل لهذا التخصص؟"",""ما الذي يجب أن أعرفه قبل اختياره؟""]",Financial Banking Sciences Minor Insurance is listed by An-Najah National University under Faculty of Business and Communication. Duration: 48 Months (4 Years). Degree awarded: Bachelor. Program code: 10872.,تدرج جامعة النجاح الوطنية تخصص Financial Banking Sciences Minor Insurance ضمن Faculty of Business and Communication. مدة الدراسة: 48 Months (4 Years). الدرجة الممنوحة: Bachelor. رمز البرنامج: 10872.,
annajah-sha-01,law,"Hello, I am your advisor for Fiqih & Legistlation. I can answer from the university database about how this programme is linked inside An-Najah's academic catalogue.",أهلاً، أنا مساعدك لتخصص Fiqih & Legistlation. بقدر أجاوبك من قاعدة بيانات الجامعة عن ارتباط هذا البرنامج داخل دليل جامعة النجاح الأكاديمي.,"[""What is this major about?"",""Which faculty is this major under?"",""What careers can this major lead to?"",""What should I know before choosing it?""]","[""احكيلي عن هذا التخصص"",""تحت أي كلية يندرج هذا التخصص؟"",""ما مجالات العمل لهذا التخصص؟"",""ما الذي يجب أن أعرفه قبل اختياره؟""]","Fiqih & Legistlation is listed by An-Najah National University under Faculty of Shari'ah. Duration: 48 Months (4 Years). Degree awarded: Bachelor. Program code: 10401. Official program description: The Department of Fiqh and Tashree' at An-najah ‎was founded in 1985. It was the first department ‎established in the Faculty of Islamic Law, as it is ‎significant for the Palestinian community to realize ‎the importance of Islamic jurisprudence, Islamic ‎issuing and legitimate judiciary. The department ‎provides BAs and MAs in Fiqh and Tashree'. The ‎department also provides a wide variety of courses ‎in order to produce graduates who are competent in ‎the basics of Islamic Fiqh, Fundamentals of ‎Religion, and Islamic Judiciary. Official career opportunities section: The programme qualifies graduates to work in:",تدرج جامعة النجاح الوطنية تخصص الفقه والتشريع ضمن كلية الشريعة. مدة الدراسة: 48 Months (4 Years). الدرجة الممنوحة: Bachelor. رمز البرنامج: 10401. وصف البرنامج الرسمي: تم اطلاق برنامج الفقه والتشريع في كلية الشريعة في جامعة النجاح الوطنية في العام 1985 مـ، ‏ويعد هذا البرنامج أول برامج الكلية تأسيساً، وقد جاء إنشاء هذا البرنامج استجابة لمتطلبات الواقع، ‏حيث أن المجتمع المسلم ينبغي أن يكون منضبطاً سلوكياً بمنهج الإسلام وتعليماته، ولا يتأتى ‏ذلك إلا بوجود فئة من المسلحين بالفقه الإسلامي، ليقوموا بتوجيه سلوك الناس، حيث ‏يتصدون للفتيا، ويتقلدون وظيفة التعليم في المدارس من أجل إنشاء جيل يعتز بدينه، ويكون ‏هذا الجيل منضبطاً بالعلم الوسطي الذي ينشر المحبة في المجتمع، إضافة إلى القيام بمهمة ‏القضاء الشرعي، وفصل المنازعات الأسرية خاصة في هذا الوقت الذي ترتفع فيه نسبة ‏الطلاق بشكل ملحوظ. وللوصول إلى هذه الأهداف يحرص البرنامج على تنويع مساقاته ‏لتخريج طالب ملم بالعبادات والأحوال الشخصية والمعاملات الإسلامية والقيم والأخلاق ‏وعلوم الحديث وغيرها من العلوم الإسلامية. فرص العمل المذكورة رسميًا: برنامج الفقه والتشريع من البرامج التي يتميز طلبتها بالكفاءة والدرجة العلمية التي تأهله للعمل في مجالات متعددة، ومن أهم هذه الوظائف:,
annajah-hum-10,arts,"Hello, I am your advisor for French Language. I can answer from the university database about how this programme is linked inside An-Najah's academic catalogue.",أهلاً، أنا مساعدك لتخصص French Language. بقدر أجاوبك من قاعدة بيانات الجامعة عن ارتباط هذا البرنامج داخل دليل جامعة النجاح الأكاديمي.,"[""What is this major about?"",""Which faculty is this major under?"",""What careers can this major lead to?"",""What should I know before choosing it?""]","[""احكيلي عن هذا التخصص"",""تحت أي كلية يندرج هذا التخصص؟"",""ما مجالات العمل لهذا التخصص؟"",""ما الذي يجب أن أعرفه قبل اختياره؟""]","French Language is listed by An-Najah National University under Faculty of Humanities and Educational Sciences. Duration: 48 Months (4 Years). Degree awarded: Bachelor. Program code: 11326. Official program description: The Department of French at An-Najah National University was established in 1999 and offers a 4 -year BA programme in French. The Department is constantly seeking development through adding new subjects in training professional translators and teachers of French qualified for the job market. The French Department’s aim to produce graduates who are innovative, competent, and confident users of French who would contribute effectively to their community. Vision: The program vision aims at raising students’ efficiency in French and preparing them to meet the needs of the local community and to continue their graduate studies by providing the necessary skills and knowledge and strengthening their capacities for critical thinking and independent work. Mission: This program aims at constantly providing extracurricular activities through workshops and seminars, which are held in the department during the academic year. The program’s new vision lies in departments’ integration and cooperation in order to improve students’ efficiency in different fields. The Francophone Resource Center at the French Department aims at developing students’ skills in learning and teaching French. The center is equipped with the most modern appliances, monitors and educational materials. General Objectives: The Department of French is constantly seeking to expand its majors, preparing qualified cadres who can apply modern teaching methods to serve the local community. It also aims at preparing students to practice the language in another domain, different form the traditional ones. These objectives are: - Preparing specialized translators. - Preparing French teachers to meet the schools’ and the field work needs. - Enhancing An-Najah students’ efficiencies in communicating in French for the sake of creativity, and working in a world that aspires to development. Students Outcomes: The project aims at achieving the following outcomes: - Improving the student’s ability in critical and scientific thinking. - Improving the student’s ability in work independence and scientific research. - Reinforcing communication and leadership skills. - Reinforcing students’ translation skills. - Reinforcing comprehension and literary appreciation. - Raising students’ efficiency in methods of teaching French for non-speakers. - Raising students’ efficiency in comparative critical thinking between the living languages and Arabic language. - Reinforcing the cultural communication with other civilizations and bringing in what meets with the local community culture. Local, regional, or international references in setting the teaching goals and outcomes (academic or vocational): The Consulate General of France in Jerusalem provides technical and academic support for the Bachelor’s program in the French Language. The role of partners from outside the university in preparing the curricula (the private, service and governmental sectors): The Consulate General in Jerusalem supervises the process of raising the level of teaching the French language, technically and academically; it offers a two-year contract teacher to assist in teaching the French language, and it holds regular meetings for the sake of unifying the competencies between universities that teach French Official career opportunities section: The Palestinian Ministry of Higher Education Accreditation",تدرج جامعة النجاح الوطنية تخصص اللغة الفرنسية ضمن كلية العلوم الإنسانية والتربوية. مدة الدراسة: 48 Months (4 Years). الدرجة الممنوحة: Bachelor. رمز البرنامج: 11326. وصف البرنامج الرسمي: أطلق برنامج اللغة الفرنسية عام 1999ضمن أهداف كلية العلوم الإنسانية بالتوسع في تدريس اللغة الفرنسية. يمنح البرنامج درجة البكالوريوس في اللغة الفرنسية في أربع سنوات يتمها الطالب. ويسعى برنامج اللغة الفرنسية بشكل مستمر إلى توسيع مجال تخصصاته في تأهيل مترجمين متخصصين ومدرسين للغة الفرنسية من أجل تلبية حاجة المجتمع وسوق العمل. فيعمل على تعزيز كفاءة خريجي جامعة النجاح الوطنية في التواصل باللغة الفرنسية من أجل الإبداع والعمل بكفاءة في عالم دائم التطور. الرؤية تتمحور رؤية البرنامج حول رفع كفاءة الطالب باللغة الفرنسية وتهيئته لتلبية حاجات المجتمع المحلي ومواصلة دراساته العليا من خلال تزويده بالمهارات والمعرفة اللازمة وتقوية قدراته على التحليل والتفكير النقدي والعمل المستقل. الرسالة ويسعى البرنامج إلى توفير أنشطة لامنهجية باستمرار ومن خلال الندوات وورش العمل التي يتم عقدها في البرنامج خلال العام الدراسي. والرؤية الجديدة للبرنامج تقع ضمن دمج الأقسام والتعاون فيما بينها من أجل رفع كفاية الطالب في عدة مجالات. ويهدف مركز الموارد الفرانكفونية الخاص ببرنامج اللغة الفرنسية إلى تطوير مهارات طلبة البرنامج في تعليم اللغة الفرنسية وتعلمها، حيث تم تجهيز هذا المركز بأحدث الأجهزة وشاشات العرض والمواد التعليمية. الأهداف يسعى برنامج اللغة الفرنسية بشكل مستمر إلى توسيع مجال تخصصاته وإعداد كوادر لخدمة المجتمع المحلي باستخدام أساليب تدريس حديثة تسعى إلى تأهيل الطالب على ممارسة اللغة في إطار مختلف يخرج عن نطاق الدروس التقليدية. وتقع أهداف البرنامج في الآتي: - تأهيل مترجمين متخصصين. - تأهيل مدرسين للغة الفرنسية من أجل تلبية حاجة المدارس وسوق العمل. - تعزيز كفاءة خريجي جامعة النجاح الوطنية في التواصل باللغة الفرنسية من أجل الإبداع والعمل بكفاءة في عالم دائم التطور. المخرجات يسعى برنامج اللغة الفرنسية إلى تحقيق المخرجات التالية: - تنمية قدرة الطالب على التفكير الناقد والتفكير العلمي. - تنمية قدرة الطالب على العمل المستقل والبحث العلمي. - تعزيز مهارات التواصل والاتصال والقيادة لدى الطالب. - تعزيز مهارات الترجمة من وإلى اللغة الفرنسية. - تعزيز الاستيعاب والتذوق الأدبي. - رفع كفاءة الطالب في أساليب تدريس الفرنسية لغير الناطقين. - رفع كفاءة الطالب في التفكير النقدي المقارن بين اللغات الحية واللغة العربية. - تعزيز التواصل الثقافي مع الحضارات الأخرى ونقل ما يتلاءم مع الثقافة المحلية. فرص العمل المذكورة رسميًا: وزارة التربية والتعليم العالي,
annajah-hum-11,arts,"Hello, I am your advisor for French Language with Arabic for Non-Native Speakers Teachers' Training Minor. I can answer from the university database about how this programme is linked inside An-Najah's academic catalogue.",أهلاً، أنا مساعدك لتخصص French Language with Arabic for Non-Native Speakers Teachers' Training Minor. بقدر أجاوبك من قاعدة بيانات الجامعة عن ارتباط هذا البرنامج داخل دليل جامعة النجاح الأكاديمي.,"[""What is this major about?"",""Which faculty is this major under?"",""What careers can this major lead to?"",""What should I know before choosing it?""]","[""احكيلي عن هذا التخصص"",""تحت أي كلية يندرج هذا التخصص؟"",""ما مجالات العمل لهذا التخصص؟"",""ما الذي يجب أن أعرفه قبل اختياره؟""]",French Language with Arabic for Non-Native Speakers Teachers' Training Minor is listed by An-Najah National University under Faculty of Humanities and Educational Sciences. Duration: 48 Months (4 Years). Degree awarded: Bachelor. Program code: 11329. Official program description: The program aims at raising students’ efficiency in French by preparing them to meet the needs of the local community and to continue their graduate studies by using modern teaching methods and providing extracurricular activities in cooperation with the French Consulate General in Jerusalem. It also aims at preparing students to practice the language in another domain and raising students’ efficiency in methods of teaching Arabic for non- native speakers in French public schools.,تدرج جامعة النجاح الوطنية تخصص French Language with Arabic for Non-Native Speakers Teachers' Training Minor ضمن Faculty of Humanities and Educational Sciences. مدة الدراسة: 48 Months (4 Years). الدرجة الممنوحة: Bachelor. رمز البرنامج: 11329. الوصف الرسمي المتوفر بالإنجليزية: The program aims at raising students’ efficiency in French by preparing them to meet the needs of the local community and to continue their graduate studies by using modern teaching methods and providing extracurricular activities in cooperation with the French Consulate General in Jerusalem. It also aims at preparing students to practice the language in another domain and raising students’ efficiency in methods of teaching Arabic for non- native speakers in French public schools.,
annajah-hum-12,arts,"Hello, I am your advisor for French Language with Hebrew Minor. I can answer from the university database about how this programme is linked inside An-Najah's academic catalogue.",أهلاً، أنا مساعدك لتخصص French Language with Hebrew Minor. بقدر أجاوبك من قاعدة بيانات الجامعة عن ارتباط هذا البرنامج داخل دليل جامعة النجاح الأكاديمي.,"[""What is this major about?"",""Which faculty is this major under?"",""What careers can this major lead to?"",""What should I know before choosing it?""]","[""احكيلي عن هذا التخصص"",""تحت أي كلية يندرج هذا التخصص؟"",""ما مجالات العمل لهذا التخصص؟"",""ما الذي يجب أن أعرفه قبل اختياره؟""]",French Language with Hebrew Minor is listed by An-Najah National University under Faculty of Humanities and Educational Sciences. Duration: 48 Months (4 Years). Degree awarded: Bachelor. Program code: 11328. Official program description: The program aims at raising students’ efficiency in French and Hebrew by preparing them to meet the needs of the local community and to continue their graduate studies by using modern teaching methods and providing extracurricular activities in cooperation with the French Consulate General in Jerusalem. It also aims at preparing students to practice French and Hebrew in another domain and raising students’ efficiency in methods of teaching Arabic for non- native speakers in French public schools.,تدرج جامعة النجاح الوطنية تخصص رئيسي اللغة الفرنسية / فرعي اللغة العبرية ضمن كلية العلوم الإنسانية والتربوية. مدة الدراسة: 48 Months (4 Years). الدرجة الممنوحة: Bachelor. رمز البرنامج: 11328. وصف البرنامج الرسمي: يهدف هذا التخصص الى رفع كفاءة الطالب باللغتين الفرنسية والعبرية وتهيئته للاستفادة منها في وظائف متنوعة ولمواصلة دراسته العليا. باستخدام وسائل التعليم الحديثة والانشطة اللامنهجية وبالتعاون مع القنصلية الفرنسية العامة في القدس، يكتسب الطالب مهارات لغوية ومعرفية ويحصل على فرص أكبر للاستفادة من المنح اللغوية والدراسية. كما يصبح بامكان الطالب التقدم لوظائف مساعدي مدرسي اللغة العربية للعمل في مدارس حكومية فرنسية.,
