id,faculty_id,topic_id,question_en,question_ar,answer_en,answer_ar,normalized_intent,keywords,source_id,created_at,updated_at
20,1,4,When did the faculty move to the New Campus?,متى انتقلت الكلية إلى الحرم الجديد؟,An archived official faculty page states the faculty moved to the New Campus starting the academic year 2005/2006.,تذكر صفحة رسمية أرشيفية أن الكلية انتقلت إلى الحرم الجديد ابتداءً من العام الأكاديمي 2005/2006.,FACULTY_ENGINEERING_NEW_CAMPUS,"[""new campus"",""2005"",""history""]",3,"""2026-04-14T15:07:35.169Z""","""2026-04-14T15:07:35.169Z"""
21,1,1,How many programs are ABET accredited in Engineering?,كم برنامج معتمد من ABET في كلية الهندسة؟,"Nine engineering programs are ABET accredited: Civil, Electrical, Chemical, Industrial, Mechanical, Mechatronics, Telecommunications, Computer, and Building Engineering.",تسعة برامج هندسية معتمدة من ABET: المدنية، الكهربائية، الكيميائية، الصناعية، الميكانيكية، الميكاترونكس، الاتصالات، الحاسوب، وهندسة البناء.,FACULTY_ABET_PROGRAMS_COUNT,"[""abet"",""accredited"",""accreditation"",""count"",""how many""]",5,"""2026-04-14T17:18:18.525Z""","""2026-04-14T17:18:18.525Z"""
22,1,1,Is my engineering program ABET accredited?,هل برنامجي الهندسي معتمد من ABET؟,"The nine ABET-accredited programmes at An-Najah are: Civil, Electrical, Chemical, Industrial, Mechanical, Mechatronics, Telecommunications, Computer, and Building Engineering. Check each programme record for its accreditation status.",البرامج التسعة المعتمدة من ABET في جامعة النجاح: المدنية، الكهربائية، الكيميائية، الصناعية، الميكانيكية، الميكاترونكس، الاتصالات، الحاسوب، وهندسة البناء.,PROGRAM_ABET_CHECK,"[""abet"",""accredited"",""my program"",""check""]",5,"""2026-04-14T17:18:18.525Z""","""2026-04-14T17:18:18.525Z"""
23,11,,Tell me about Faculty of Pharmacy,احكيلي عن Faculty of Pharmacy,Faculty of Pharmacy is listed by An-Najah National University among its academic faculties. In this system it is linked to 3 undergraduate programs imported from the official programs directory.,Faculty of Pharmacy مدرجة ضمن كليات جامعة النجاح الوطنية، وهي مرتبطة في هذا النظام بعدد 3 من برامج البكالوريوس المستوردة من الدليل الرسمي للبرامج.,FACULTY_OVERVIEW_BASELINE,"[""pharmacy"",""pharmacist"",""faculty"",""college"",""كلية"",""صيدلة"",""overview"",""about"",""information"",""معلومات"",""نبذة""]",,"""2026-04-17T14:30:16.513Z""","""2026-04-17T14:30:16.513Z"""
24,12,,Tell me about Faculty of Science,احكيلي عن Faculty of Science,Faculty of Science is listed by An-Najah National University among its academic faculties. In this system it is linked to 14 undergraduate programs imported from the official programs directory.,Faculty of Science مدرجة ضمن كليات جامعة النجاح الوطنية، وهي مرتبطة في هذا النظام بعدد 14 من برامج البكالوريوس المستوردة من الدليل الرسمي للبرامج.,FACULTY_OVERVIEW_BASELINE,"[""science"",""scientific"",""faculty"",""college"",""كلية"",""علوم"",""overview"",""about"",""information"",""معلومات"",""نبذة""]",,"""2026-04-17T14:30:16.513Z""","""2026-04-17T14:30:16.513Z"""
25,10,,Tell me about Faculty of Nursing,احكيلي عن Faculty of Nursing,Faculty of Nursing is listed by An-Najah National University among its academic faculties. In this system it is linked to 2 undergraduate programs imported from the official programs directory.,Faculty of Nursing مدرجة ضمن كليات جامعة النجاح الوطنية، وهي مرتبطة في هذا النظام بعدد 2 من برامج البكالوريوس المستوردة من الدليل الرسمي للبرامج.,FACULTY_OVERVIEW_BASELINE,"[""nursing"",""nurse"",""faculty"",""college"",""كلية"",""تمريض"",""overview"",""about"",""information"",""معلومات"",""نبذة""]",,"""2026-04-17T14:30:16.513Z""","""2026-04-17T14:30:16.513Z"""
26,13,,Tell me about Faculty of Shari'ah,احكيلي عن Faculty of Shari'ah,Faculty of Shari'ah is listed by An-Najah National University among its academic faculties. In this system it is linked to 4 undergraduate programs imported from the official programs directory.,Faculty of Shari'ah مدرجة ضمن كليات جامعة النجاح الوطنية، وهي مرتبطة في هذا النظام بعدد 4 من برامج البكالوريوس المستوردة من الدليل الرسمي للبرامج.,FACULTY_OVERVIEW_BASELINE,"[""sharia"",""shari'ah"",""islamic"",""faculty"",""college"",""كلية"",""شريعة"",""اسلامية"",""overview"",""about"",""information"",""معلومات"",""نبذة""]",,"""2026-04-17T14:30:16.513Z""","""2026-04-17T14:30:16.513Z"""
27,5,,Tell me about Faculty of Fine Arts,احكيلي عن Faculty of Fine Arts,Faculty of Fine Arts is listed by An-Najah National University among its academic faculties. In this system it is linked to 8 undergraduate programs imported from the official programs directory.,Faculty of Fine Arts مدرجة ضمن كليات جامعة النجاح الوطنية، وهي مرتبطة في هذا النظام بعدد 8 من برامج البكالوريوس المستوردة من الدليل الرسمي للبرامج.,FACULTY_OVERVIEW_BASELINE,"[""fine"",""arts"",""art"",""faculty"",""college"",""كلية"",""فنون"",""overview"",""about"",""information"",""معلومات"",""نبذة""]",,"""2026-04-17T14:30:16.513Z""","""2026-04-17T14:30:16.513Z"""
28,8,,Tell me about Faculty of Law and Political Sciences,احكيلي عن Faculty of Law and Political Sciences,Faculty of Law and Political Sciences is listed by An-Najah National University among its academic faculties. In this system it is linked to 3 undergraduate programs imported from the official programs directory.,Faculty of Law and Political Sciences مدرجة ضمن كليات جامعة النجاح الوطنية، وهي مرتبطة في هذا النظام بعدد 3 من برامج البكالوريوس المستوردة من الدليل الرسمي للبرامج.,FACULTY_OVERVIEW_BASELINE,"[""law"",""legal"",""political"",""politics"",""faculty"",""college"",""كلية"",""قانون"",""سياسية"",""overview"",""about"",""information"",""معلومات"",""نبذة""]",,"""2026-04-17T14:30:16.513Z""","""2026-04-17T14:30:16.513Z"""
29,6,,Tell me about Faculty of Humanities and Educational Sciences,احكيلي عن Faculty of Humanities and Educational Sciences,Faculty of Humanities and Educational Sciences is listed by An-Najah National University among its academic faculties. In this system it is linked to 33 undergraduate programs imported from the official programs directory.,Faculty of Humanities and Educational Sciences مدرجة ضمن كليات جامعة النجاح الوطنية، وهي مرتبطة في هذا النظام بعدد 33 من برامج البكالوريوس المستوردة من الدليل الرسمي للبرامج.,FACULTY_OVERVIEW_BASELINE,"[""humanities"",""educational"",""education"",""faculty"",""college"",""كلية"",""علوم انسانية"",""تربوية"",""تعليم"",""overview"",""about"",""information"",""معلومات"",""نبذة""]",,"""2026-04-17T14:30:16.513Z""","""2026-04-17T14:30:16.513Z"""
30,4,,Tell me about Faculty of Dentistry & Dental Surgery,احكيلي عن Faculty of Dentistry & Dental Surgery,Faculty of Dentistry & Dental Surgery is listed by An-Najah National University among its academic faculties. In this system it is linked to 3 undergraduate programs imported from the official programs directory.,Faculty of Dentistry & Dental Surgery مدرجة ضمن كليات جامعة النجاح الوطنية، وهي مرتبطة في هذا النظام بعدد 3 من برامج البكالوريوس المستوردة من الدليل الرسمي للبرامج.,FACULTY_OVERVIEW_BASELINE,"[""dentistry"",""dental"",""faculty"",""college"",""كلية"",""اسنان"",""طب اسنان"",""overview"",""about"",""information"",""معلومات"",""نبذة""]",,"""2026-04-17T14:30:16.513Z""","""2026-04-17T14:30:16.513Z"""
31,1,,Tell me about Faculty of Engineering and Information Technology,احكيلي عن Faculty of Engineering and Information Technology,Faculty of Engineering and Information Technology is listed by An-Najah National University among its academic faculties. In this system it is linked to 14 undergraduate programs imported from the official programs directory.,Faculty of Engineering and Information Technology مدرجة ضمن كليات جامعة النجاح الوطنية، وهي مرتبطة في هذا النظام بعدد 14 من برامج البكالوريوس المستوردة من الدليل الرسمي للبرامج.,FACULTY_OVERVIEW_BASELINE,"[""engineering"",""engineer"",""faculty"",""college"",""كلية"",""هندسة"",""overview"",""about"",""information"",""معلومات"",""نبذة""]",,"""2026-04-17T14:30:16.513Z""","""2026-04-17T14:30:16.513Z"""
32,3,,Tell me about Faculty of Business and Communication,احكيلي عن Faculty of Business and Communication,Faculty of Business and Communication is listed by An-Najah National University among its academic faculties. In this system it is linked to 14 undergraduate programs imported from the official programs directory.,Faculty of Business and Communication مدرجة ضمن كليات جامعة النجاح الوطنية، وهي مرتبطة في هذا النظام بعدد 14 من برامج البكالوريوس المستوردة من الدليل الرسمي للبرامج.,FACULTY_OVERVIEW_BASELINE,"[""business"",""communication"",""commerce"",""faculty"",""college"",""كلية"",""اعمال"",""اتصال"",""تواصل"",""overview"",""about"",""information"",""معلومات"",""نبذة""]",,"""2026-04-17T14:30:16.513Z""","""2026-04-17T14:30:16.513Z"""
33,14,,Tell me about Faculty of Veterinary Medicine and Agricultural Engineering,احكيلي عن Faculty of Veterinary Medicine and Agricultural Engineering,Faculty of Veterinary Medicine and Agricultural Engineering is listed by An-Najah National University among its academic faculties. In this system it is linked to 5 undergraduate programs imported from the official programs directory.,Faculty of Veterinary Medicine and Agricultural Engineering مدرجة ضمن كليات جامعة النجاح الوطنية، وهي مرتبطة في هذا النظام بعدد 5 من برامج البكالوريوس المستوردة من الدليل الرسمي للبرامج.,FACULTY_OVERVIEW_BASELINE,"[""veterinary"",""agricultural"",""agriculture"",""faculty"",""college"",""كلية"",""بيطري"",""زراعية"",""زراعة"",""overview"",""about"",""information"",""معلومات"",""نبذة""]",,"""2026-04-17T14:30:16.513Z""","""2026-04-17T14:30:16.513Z"""
34,9,,Tell me about Faculty of Medicine and Allied medical Sciences,احكيلي عن Faculty of Medicine and Allied medical Sciences,Faculty of Medicine and Allied medical Sciences is listed by An-Najah National University among its academic faculties. In this system it is linked to 13 undergraduate programs imported from the official programs directory.,Faculty of Medicine and Allied medical Sciences مدرجة ضمن كليات جامعة النجاح الوطنية، وهي مرتبطة في هذا النظام بعدد 13 من برامج البكالوريوس المستوردة من الدليل الرسمي للبرامج.,FACULTY_OVERVIEW_BASELINE,"[""medicine"",""medical"",""allied"",""health"",""faculty"",""college"",""كلية"",""طب"",""صحة"",""طبية"",""overview"",""about"",""information"",""معلومات"",""نبذة""]",,"""2026-04-17T14:30:16.513Z""","""2026-04-17T14:30:16.513Z"""
35,7,,Tell me about Faculty of Information Technology & Artificial Intelligence,احكيلي عن Faculty of Information Technology & Artificial Intelligence,Faculty of Information Technology & Artificial Intelligence is listed by An-Najah National University among its academic faculties. In this system it is linked to 6 undergraduate programs imported from the official programs directory.,Faculty of Information Technology & Artificial Intelligence مدرجة ضمن كليات جامعة النجاح الوطنية، وهي مرتبطة في هذا النظام بعدد 6 من برامج البكالوريوس المستوردة من الدليل الرسمي للبرامج.,FACULTY_OVERVIEW_BASELINE,"[""information"",""technology"",""artificial"",""intelligence"",""it"",""ai"",""faculty"",""college"",""كلية"",""تكنولوجيا"",""معلومات"",""ذكاء"",""overview"",""about"",""information"",""معلومات"",""نبذة""]",,"""2026-04-17T14:30:16.513Z""","""2026-04-17T14:30:16.513Z"""
44,1,,What programs are in Faculty of Engineering and Information Technology?,ما التخصصات الموجودة في Faculty of Engineering and Information Technology؟,"The undergraduate programs currently linked to Faculty of Engineering and Information Technology in this system are: Architectural Engineering, Building Engineering, Chemical Engineering, Civil Engineering, Computer Engineering, Electrical Engineering, Energy & Environmental Engineering, Geomatics Engineering, Industrial Engineering, Materials Science Engineering, Mechanical Engineering, Mechatronics Engineering, Planning Engineering and City Technology, Telecommunication Engineering.","التخصصات المرتبطة حاليًا بـ Faculty of Engineering and Information Technology في هذا النظام هي: Architectural Engineering, Building Engineering, Chemical Engineering, Civil Engineering, Computer Engineering, Electrical Engineering, Energy & Environmental Engineering, Geomatics Engineering, Industrial Engineering, Materials Science Engineering, Mechanical Engineering, Mechatronics Engineering, Planning Engineering and City Technology, Telecommunication Engineering.",FACULTY_PROGRAMS_BASELINE,"[""engineering"",""engineer"",""faculty"",""college"",""كلية"",""هندسة"",""program"",""programs"",""programme"",""programmes"",""major"",""majors"",""تخصص"",""تخصصات"",""برنامج"",""برامج""]",,"""2026-04-17T14:30:16.513Z""","""2026-04-17T14:30:16.513Z"""
45,3,,What programs are in Faculty of Business and Communication?,ما التخصصات الموجودة في Faculty of Business and Communication؟,"Faculty of Business and Communication appears on An-Najah National University's official undergraduate programs pages. The programs linked to this faculty in the official catalogue are: Accounting, Accounting Minor Insurance, Business Administration, Business Administration Minor Insurance, Communication and Digital Marketing, Communication and Digital Media, Digital Economy and E-Commerce, Economics Minor Insurance, Financial Banking Sciences Minor Insurance, Marketing Minor Insurance, Public Relations & Communication, Radio & Television, The Investment and Real Estate Development, financial & Banking Sciences. Official faculty website: http://eco.najah.edu/.","كلية الأعمال والإتصال تظهر في الصفحات الرسمية لبرامج البكالوريوس في جامعة النجاح الوطنية. التخصصات المرتبطة بهذه الكلية في الدليل الرسمي هي: Accounting, Accounting Minor Insurance, Business Administration, Business Administration Minor Insurance, Communication and Digital Marketing, Communication and Digital Media, Digital Economy and E-Commerce, Economics Minor Insurance, Financial Banking Sciences Minor Insurance, Marketing Minor Insurance, Public Relations & Communication, Radio & Television, The Investment and Real Estate Development, financial & Banking Sciences. الموقع الرسمي للكلية: http://eco.najah.edu/.",FACULTY_PROGRAMS_BASELINE,"[""business"",""communication"",""commerce"",""faculty"",""college"",""كلية"",""اعمال"",""اتصال"",""تواصل"",""program"",""programs"",""programme"",""programmes"",""major"",""majors"",""تخصص"",""تخصصات"",""برنامج"",""برامج""]",,"""2026-04-17T14:30:16.513Z""","""2026-04-17T15:10:35.320Z"""
46,14,,What programs are in Faculty of Veterinary Medicine and Agricultural Engineering?,ما التخصصات الموجودة في Faculty of Veterinary Medicine and Agricultural Engineering؟,"Faculty of Veterinary Medicine and Agricultural Engineering appears on An-Najah National University's official undergraduate programs pages. The programs linked to this faculty in the official catalogue are: Agricultural Engineering BA Program, Animal Production & Animal Health, Nutrition and Food Technology, Plant Production & Protection, Veterinary Medicine. Official faculty website: http://agri.najah.edu/.","كلية الطب البيطري والهندسة الزراعية تظهر في الصفحات الرسمية لبرامج البكالوريوس في جامعة النجاح الوطنية. التخصصات المرتبطة بهذه الكلية في الدليل الرسمي هي: Agricultural Engineering BA Program, Animal Production & Animal Health, Nutrition and Food Technology, Plant Production & Protection, Veterinary Medicine. الموقع الرسمي للكلية: http://agri.najah.edu/.",FACULTY_PROGRAMS_BASELINE,"[""veterinary"",""agricultural"",""agriculture"",""faculty"",""college"",""كلية"",""بيطري"",""زراعية"",""زراعة"",""program"",""programs"",""programme"",""programmes"",""major"",""majors"",""تخصص"",""تخصصات"",""برنامج"",""برامج""]",,"""2026-04-17T14:30:16.513Z""","""2026-04-17T15:10:35.320Z"""
47,9,,What programs are in Faculty of Medicine and Allied medical Sciences?,ما التخصصات الموجودة في Faculty of Medicine and Allied medical Sciences؟,"Faculty of Medicine and Allied medical Sciences appears on An-Najah National University's official undergraduate programs pages. The programs linked to this faculty in the official catalogue are: Anesthesia and Resuscitation, Audiology and Speech Sciences, Bachelor of Science in Clinical Nutrition, Biomedical Sciences, Cardiac Perfusion Technology Program, Doctor of Medicine, Health Information Management (HIM), Medical Laboratory Sciences, Medical imaging, Optometry, Physical Education -Training, Physiotherapy, Respiratory Care Program. Official faculty website: http://fmhs.najah.edu/.","كلية الطب البشري والعلوم الطبية المساندة تظهر في الصفحات الرسمية لبرامج البكالوريوس في جامعة النجاح الوطنية. التخصصات المرتبطة بهذه الكلية في الدليل الرسمي هي: Anesthesia and Resuscitation, Audiology and Speech Sciences, Bachelor of Science in Clinical Nutrition, Biomedical Sciences, Cardiac Perfusion Technology Program, Doctor of Medicine, Health Information Management (HIM), Medical Laboratory Sciences, Medical imaging, Optometry, Physical Education -Training, Physiotherapy, Respiratory Care Program. الموقع الرسمي للكلية: http://fmhs.najah.edu/.",FACULTY_PROGRAMS_BASELINE,"[""medicine"",""medical"",""allied"",""health"",""faculty"",""college"",""كلية"",""طب"",""صحة"",""طبية"",""program"",""programs"",""programme"",""programmes"",""major"",""majors"",""تخصص"",""تخصصات"",""برنامج"",""برامج""]",,"""2026-04-17T14:30:16.513Z""","""2026-04-17T15:10:35.320Z"""
37,12,,What programs are in Faculty of Science?,ما التخصصات الموجودة في Faculty of Science؟,"Faculty of Science appears on An-Najah National University's official undergraduate programs pages. The programs linked to this faculty in the official catalogue are: Applied Chemistry, Biology Biotechnology, Chemistry, Life Sciences, Major Chemistry Minor Education, Major Mathematics -Minor Education, Major Mathematics -Minor Statistics, Major Physics Minor Education, Major Physics Minor Electronics, Mathematics, Mathematics Minor Insurance, Mathematics and Data Science, Physics, Technology of Applied Physics. Official faculty website: http://sci.najah.edu/en.","كلية العلوم تظهر في الصفحات الرسمية لبرامج البكالوريوس في جامعة النجاح الوطنية. التخصصات المرتبطة بهذه الكلية في الدليل الرسمي هي: Applied Chemistry, Biology Biotechnology, Chemistry, Life Sciences, Major Chemistry Minor Education, Major Mathematics -Minor Education, Major Mathematics -Minor Statistics, Major Physics Minor Education, Major Physics Minor Electronics, Mathematics, Mathematics Minor Insurance, Mathematics and Data Science, Physics, Technology of Applied Physics. الموقع الرسمي للكلية: http://sci.najah.edu/en.",FACULTY_PROGRAMS_BASELINE,"[""science"",""scientific"",""faculty"",""college"",""كلية"",""علوم"",""program"",""programs"",""programme"",""programmes"",""major"",""majors"",""تخصص"",""تخصصات"",""برنامج"",""برامج""]",,"""2026-04-17T14:30:16.513Z""","""2026-04-17T15:10:35.320Z"""
